amount,method,bank,hour,day_of_week,prior_retries,is_new_customer,error_code,reason,bucket,retry_success
9436,Card,ICICI Bank,1,1,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
320,UPI,HDFC Bank,0,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1051,UPI,Yes Bank,19,0,0,0,BAD_REQUEST_ERROR,otp_timeout,risk,0
4988,UPI,HDFC Bank,9,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
4004,Wallet,Yes Bank,21,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1024,Netbanking,Kotak Mahindra,7,0,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
179,UPI,Kotak Mahindra,9,5,1,0,GATEWAY_ERROR,internal_error,timeout,0
5336,UPI,SBI,6,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3411,UPI,Yes Bank,3,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
984,Card,IDFC First,2,6,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1809,Wallet,ICICI Bank,13,3,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
558,Netbanking,SBI,12,5,0,1,GATEWAY_ERROR,internal_error,timeout,1
5926,UPI,Axis Bank,20,4,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2862,UPI,Kotak Mahindra,12,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
180,Card,SBI,0,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1948,UPI,IDFC First,1,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
4313,Card,HDFC Bank,21,1,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
6468,Card,HDFC Bank,19,2,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
2543,UPI,Axis Bank,14,6,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3265,UPI,IDFC First,5,3,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
2708,Card,IDFC First,6,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
676,Card,Kotak Mahindra,9,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2844,Card,ICICI Bank,1,0,2,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4445,Card,Axis Bank,20,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1704,UPI,Kotak Mahindra,19,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4753,Card,HDFC Bank,15,5,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1540,Card,ICICI Bank,17,4,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
189,Card,Yes Bank,12,2,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
4278,Card,Axis Bank,6,5,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1525,Netbanking,SBI,12,6,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1957,Card,Axis Bank,1,5,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
4463,Wallet,Axis Bank,20,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
1564,Netbanking,ICICI Bank,9,6,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
747,UPI,SBI,13,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1453,UPI,IDFC First,3,4,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2952,Wallet,Yes Bank,0,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
6720,UPI,Kotak Mahindra,3,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
600,UPI,IDFC First,5,3,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1376,Card,Axis Bank,13,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1966,UPI,Yes Bank,5,2,1,1,GATEWAY_ERROR,internal_error,timeout,1
3758,Card,HDFC Bank,12,0,1,1,BAD_REQUEST_ERROR,otp_timeout,funds,0
1189,UPI,ICICI Bank,20,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
368,Card,IDFC First,5,5,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3054,UPI,ICICI Bank,22,5,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
5520,Wallet,Yes Bank,2,6,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1470,UPI,IDFC First,17,1,2,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3752,UPI,SBI,13,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
2314,Card,HDFC Bank,16,5,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2109,Card,HDFC Bank,8,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2072,Card,HDFC Bank,6,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1623,Card,ICICI Bank,2,1,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2318,Netbanking,Axis Bank,1,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3734,Card,HDFC Bank,21,2,3,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
567,UPI,Yes Bank,4,2,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2712,Card,ICICI Bank,3,3,0,0,BAD_REQUEST_ERROR,issuer_general_decline,risk,0
433,Netbanking,Yes Bank,19,4,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1671,Netbanking,IDFC First,3,6,3,0,GATEWAY_ERROR,internal_error,timeout,1
2296,UPI,Kotak Mahindra,5,6,0,1,GATEWAY_ERROR,internal_error,timeout,0
6448,UPI,HDFC Bank,9,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2208,Wallet,IDFC First,17,3,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
751,Netbanking,HDFC Bank,13,5,1,0,BAD_REQUEST_ERROR,user_cancelled,invalid,1
916,Netbanking,SBI,0,1,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
388,Netbanking,SBI,5,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,decline,0
3207,UPI,HDFC Bank,8,6,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1147,UPI,ICICI Bank,3,0,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1621,Netbanking,Yes Bank,23,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,timeout,0
2125,Card,Kotak Mahindra,9,3,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
6461,UPI,Yes Bank,23,2,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
766,Card,Axis Bank,14,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
14510,UPI,ICICI Bank,6,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1377,Card,Yes Bank,15,0,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1719,Card,Kotak Mahindra,1,6,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
547,UPI,ICICI Bank,6,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
4443,Wallet,IDFC First,15,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,decline,0
4486,UPI,SBI,13,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
769,UPI,SBI,18,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
242,UPI,Yes Bank,18,2,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5315,UPI,Yes Bank,22,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1102,UPI,HDFC Bank,5,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
376,Card,SBI,22,0,1,1,GATEWAY_ERROR,internal_error,timeout,0
1180,Wallet,IDFC First,20,2,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
499,Card,Yes Bank,19,1,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
8162,Card,SBI,4,5,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1574,Card,Axis Bank,16,4,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2081,UPI,IDFC First,15,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3640,Card,ICICI Bank,16,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
527,Card,IDFC First,0,3,0,1,GATEWAY_ERROR,internal_error,timeout,1
731,UPI,Axis Bank,7,4,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
665,Wallet,IDFC First,13,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2851,Card,SBI,18,2,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
456,Card,ICICI Bank,11,2,0,0,GATEWAY_ERROR,internal_error,timeout,1
4772,Wallet,Axis Bank,1,2,0,1,GATEWAY_ERROR,internal_error,timeout,1
5251,Netbanking,ICICI Bank,15,6,1,1,GATEWAY_ERROR,internal_error,timeout,1
271,UPI,IDFC First,4,2,3,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
524,UPI,SBI,8,3,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
356,UPI,HDFC Bank,15,5,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3686,UPI,Axis Bank,15,0,1,0,GATEWAY_ERROR,internal_error,timeout,1
1979,Card,IDFC First,14,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
777,Card,Yes Bank,20,5,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
682,UPI,IDFC First,4,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
136,Card,Axis Bank,18,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
1091,UPI,SBI,18,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
952,Card,Axis Bank,13,3,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,0
666,UPI,IDFC First,6,5,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
2956,UPI,ICICI Bank,21,2,2,0,GATEWAY_ERROR,internal_error,timeout,1
690,Card,Yes Bank,1,1,0,0,BAD_REQUEST_ERROR,invalid_expiry,funds,1
2518,UPI,HDFC Bank,2,0,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1341,Card,Kotak Mahindra,15,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
3315,UPI,SBI,10,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
683,Wallet,ICICI Bank,23,5,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
278,Card,SBI,0,5,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1896,UPI,ICICI Bank,18,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
363,UPI,Kotak Mahindra,10,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1404,Card,ICICI Bank,15,5,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
502,Card,Kotak Mahindra,5,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
1561,Card,IDFC First,10,3,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
14296,UPI,Axis Bank,16,3,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
684,Wallet,SBI,15,5,2,0,BAD_REQUEST_ERROR,issuer_general_decline,invalid,1
941,Card,IDFC First,2,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
389,Wallet,Kotak Mahindra,23,2,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1019,UPI,ICICI Bank,16,4,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
34747,UPI,Kotak Mahindra,20,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
672,Card,Yes Bank,0,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
5808,Wallet,Kotak Mahindra,18,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
963,UPI,ICICI Bank,8,5,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1813,UPI,HDFC Bank,10,3,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1319,UPI,Kotak Mahindra,2,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
4487,Wallet,HDFC Bank,20,2,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1105,UPI,Kotak Mahindra,18,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4970,Card,SBI,21,3,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
3016,Netbanking,Axis Bank,9,1,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
4823,Wallet,HDFC Bank,22,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
865,Wallet,Kotak Mahindra,23,4,3,1,GATEWAY_ERROR,issuer_risk_block,risk,0
768,Card,ICICI Bank,2,0,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
755,UPI,Axis Bank,16,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
5045,Wallet,Kotak Mahindra,7,2,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3564,Netbanking,ICICI Bank,17,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
2581,UPI,Axis Bank,8,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1105,Wallet,SBI,14,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2781,UPI,ICICI Bank,0,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
347,UPI,Kotak Mahindra,5,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1285,UPI,HDFC Bank,7,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,dropoff,0
4741,UPI,Kotak Mahindra,9,0,1,1,BAD_REQUEST_ERROR,otp_timeout,decline,0
1346,Netbanking,Yes Bank,12,5,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1099,Card,SBI,12,2,0,1,GATEWAY_ERROR,internal_error,timeout,0
6919,UPI,IDFC First,8,1,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
902,UPI,Yes Bank,5,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1228,UPI,ICICI Bank,22,2,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1365,UPI,HDFC Bank,20,5,1,0,GATEWAY_ERROR,internal_error,timeout,1
1151,Card,SBI,4,6,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
696,UPI,SBI,12,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1050,UPI,ICICI Bank,7,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
596,Card,SBI,23,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,funds,0
7878,UPI,ICICI Bank,0,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
1198,Card,Yes Bank,10,1,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
522,UPI,Kotak Mahindra,18,5,2,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4674,Netbanking,Kotak Mahindra,5,1,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
9011,Card,Kotak Mahindra,0,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
405,UPI,HDFC Bank,12,3,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1750,Card,Kotak Mahindra,8,0,3,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
420,UPI,Kotak Mahindra,18,1,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
988,Card,Kotak Mahindra,8,1,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
6164,Card,Axis Bank,15,0,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
12692,UPI,IDFC First,23,3,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
12033,UPI,ICICI Bank,19,6,3,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3809,UPI,Kotak Mahindra,7,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
987,UPI,SBI,0,0,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
313,UPI,Axis Bank,14,3,3,0,GATEWAY_ERROR,internal_error,timeout,0
4521,Card,Yes Bank,13,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2469,Card,Kotak Mahindra,12,3,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1714,UPI,HDFC Bank,18,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
1905,Netbanking,SBI,11,2,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
7077,UPI,HDFC Bank,13,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2085,UPI,ICICI Bank,21,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
847,UPI,IDFC First,22,0,1,1,GATEWAY_ERROR,internal_error,timeout,1
777,Card,Axis Bank,16,4,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1660,Card,Axis Bank,20,1,0,1,GATEWAY_ERROR,internal_error,timeout,0
1449,UPI,IDFC First,18,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1156,UPI,HDFC Bank,0,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
843,UPI,Kotak Mahindra,1,6,1,0,GATEWAY_ERROR,internal_error,risk,0
3041,UPI,IDFC First,7,4,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
12641,Card,ICICI Bank,1,3,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
368,Card,SBI,7,2,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2603,UPI,HDFC Bank,12,6,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
5679,UPI,Yes Bank,15,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
366,UPI,ICICI Bank,14,3,0,0,GATEWAY_ERROR,issuer_unavailable,funds,0
345,Card,Yes Bank,6,5,1,0,GATEWAY_ERROR,internal_error,timeout,1
750,Card,IDFC First,23,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1478,Card,SBI,8,5,1,1,BAD_REQUEST_ERROR,invalid_cvv,risk,0
582,UPI,Axis Bank,13,0,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1363,UPI,HDFC Bank,23,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
1433,Wallet,ICICI Bank,9,4,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1583,UPI,Axis Bank,15,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
4052,UPI,HDFC Bank,8,5,3,0,GATEWAY_ERROR,internal_error,timeout,1
2114,Card,ICICI Bank,4,0,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
3132,UPI,HDFC Bank,15,4,1,0,GATEWAY_ERROR,internal_error,timeout,1
3653,UPI,SBI,12,0,1,0,GATEWAY_ERROR,internal_error,timeout,1
10217,UPI,IDFC First,3,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
430,Card,ICICI Bank,9,2,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1389,Card,Kotak Mahindra,19,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
852,UPI,ICICI Bank,13,2,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
13945,Card,IDFC First,16,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1517,UPI,ICICI Bank,13,4,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
329,Netbanking,HDFC Bank,14,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
678,UPI,IDFC First,8,4,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
896,Wallet,IDFC First,3,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
4384,UPI,ICICI Bank,18,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1467,Card,Kotak Mahindra,5,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3043,UPI,HDFC Bank,10,4,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1556,UPI,ICICI Bank,14,2,0,1,GATEWAY_ERROR,internal_error,timeout,0
2938,UPI,Kotak Mahindra,9,5,2,0,GATEWAY_ERROR,internal_error,timeout,1
6502,Wallet,Kotak Mahindra,21,0,1,1,BAD_REQUEST_ERROR,invalid_expiry,dropoff,0
1311,UPI,SBI,11,3,3,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2428,UPI,IDFC First,17,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
4300,Wallet,ICICI Bank,9,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
4386,Card,SBI,12,6,1,1,GATEWAY_ERROR,internal_error,timeout,1
1672,UPI,SBI,0,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
5014,UPI,IDFC First,1,3,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1194,Card,Kotak Mahindra,15,5,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1778,Card,IDFC First,15,1,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
624,UPI,SBI,21,2,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
5624,Card,Yes Bank,14,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
951,UPI,Yes Bank,22,2,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1073,Card,Axis Bank,7,4,3,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1174,Wallet,SBI,4,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2537,UPI,Yes Bank,12,1,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
297,UPI,IDFC First,7,0,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
4604,UPI,Kotak Mahindra,11,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2137,Card,Yes Bank,10,6,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
446,UPI,Axis Bank,20,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1297,UPI,HDFC Bank,16,0,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3645,UPI,Kotak Mahindra,18,6,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3393,UPI,Yes Bank,21,4,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
228,Netbanking,IDFC First,13,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1694,Card,Kotak Mahindra,15,0,1,0,GATEWAY_ERROR,internal_error,timeout,0
2217,Card,IDFC First,5,3,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3227,UPI,SBI,23,4,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1521,Card,HDFC Bank,23,2,1,0,GATEWAY_ERROR,internal_error,timeout,1
1448,Wallet,Axis Bank,11,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
20855,UPI,Axis Bank,14,1,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1829,Netbanking,Yes Bank,1,6,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
658,UPI,Yes Bank,15,0,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
396,UPI,HDFC Bank,17,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2042,UPI,SBI,11,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3868,UPI,HDFC Bank,23,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1175,UPI,Yes Bank,14,4,2,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1430,Wallet,HDFC Bank,19,3,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2918,Wallet,IDFC First,19,6,1,0,BAD_REQUEST_ERROR,invalid_cvv,funds,0
1720,Card,Yes Bank,15,3,3,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1956,Card,Axis Bank,15,5,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4019,Card,Yes Bank,11,5,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3180,UPI,Kotak Mahindra,14,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
319,Wallet,HDFC Bank,5,3,3,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
839,Wallet,ICICI Bank,15,3,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5986,UPI,HDFC Bank,4,4,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1536,Card,IDFC First,14,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
10482,Card,ICICI Bank,6,3,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1677,Wallet,ICICI Bank,23,2,1,0,GATEWAY_ERROR,internal_error,timeout,0
2288,Netbanking,Kotak Mahindra,23,3,3,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1075,UPI,IDFC First,3,0,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
4940,Card,IDFC First,11,0,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1660,UPI,SBI,9,2,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3145,Netbanking,Axis Bank,2,5,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
669,Card,SBI,9,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1015,Card,Axis Bank,5,5,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
5031,UPI,ICICI Bank,9,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1563,Wallet,ICICI Bank,6,2,0,0,BAD_REQUEST_ERROR,invalid_cvv,dropoff,0
1246,UPI,HDFC Bank,5,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2059,Card,ICICI Bank,17,3,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
382,Netbanking,HDFC Bank,21,1,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
4876,UPI,Yes Bank,18,4,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3794,Netbanking,Kotak Mahindra,5,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
630,Card,Axis Bank,9,5,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
837,UPI,ICICI Bank,7,4,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
206,UPI,IDFC First,14,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
9079,UPI,ICICI Bank,12,2,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
6722,UPI,ICICI Bank,0,6,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2315,Wallet,Yes Bank,13,6,3,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2447,UPI,SBI,16,3,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2424,UPI,IDFC First,14,0,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
970,Netbanking,SBI,16,6,1,0,BAD_REQUEST_ERROR,user_cancelled,funds,0
2125,Card,Kotak Mahindra,13,0,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
